,make,model,year,transmission,fuel_type,mileage,price,platform
5076,TOYOTA,Avanza,2014,AUTOMATIC,Gasoline,11000.0,144000,philkotse
5077,NISSAN,Juke,2018,AUTOMATIC,Gasoline,33000.0,183000,philkotse
5078,HONDA,BR-V,2017,AUTOMATIC,Gasoline,39000.0,209400,philkotse
5079,FORD,Everest,2016,AUTOMATIC,Diesel,58000.0,330000,philkotse
5080,NISSAN,Urvan NV350,2015,MANUAL,Gasoline,92000.0,698000,philkotse
5081,MERCEDES-BENZ,C200,2017,AUTOMATIC,Gasoline,20000.0,2230000,philkotse
5082,TOYOTA,Vios,2016,MANUAL,Gasoline,49933.0,388000,philkotse
5083,NISSAN,Urvan NV350,2019,AUTOMATIC,Gasoline,18000.0,1199000,philkotse
5084,HONDA,Mobilio,2016,AUTOMATIC,Gasoline,62000.0,176400,philkotse
5085,FORD,Ranger,2019,AUTOMATIC,Diesel,37000.0,220000,philkotse
5086,MAZDA,MX-5,2016,MANUAL,Gasoline,17636.0,1498000,philkotse
5087,FORD,Ranger,2019,AUTOMATIC,Diesel,37000.0,222000,philkotse
5088,NISSAN,Sentra,2004,MANUAL,Gasoline,100000.0,175000,philkotse
5089,CHEVROLET,Orlando,2014,AUTOMATIC,Gasoline,80000.0,450000,philkotse
5090,TOYOTA,Vios,2013,AUTOMATIC,Gasoline,52000.0,81000,philkotse
5091,NISSAN,Urvan NV350,2022,MANUAL,Diesel,7000.0,1188000,philkotse
5092,FORD,Ranger,2019,AUTOMATIC,Diesel,32000.0,1068000,philkotse
5093,TOYOTA,Hiace,2021,MANUAL,Diesel,7000.0,1119000,philkotse
5094,MITSUBISHI,L300,2020,MANUAL,Diesel,60000.0,798000,philkotse
5095,MITSUBISHI,Mirage G4,2017,AUTOMATIC,Gasoline,38000.0,369000,philkotse
5096,MITSUBISHI,Mirage,2018,AUTOMATIC,Gasoline,37000.0,379000,philkotse
5097,NISSAN,Sentra,2012,AUTOMATIC,Gasoline,63000.0,239000,philkotse
5098,TOYOTA,Innova,2020,MANUAL,Diesel,23000.0,899000,philkotse
5099,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,46000.0,999000,philkotse
5100,FORD,Everest,2016,AUTOMATIC,Diesel,50129.0,798000,philkotse
5101,HONDA,CR-V,2010,MANUAL,Gasoline,87576.0,388000,philkotse
5102,MITSUBISHI,L300,2015,MANUAL,Diesel,88000.0,109254,philkotse
5103,TOYOTA,Vios,2013,AUTOMATIC,Gasoline,52000.0,81000,philkotse
5104,NISSAN,Urvan,2009,MANUAL,Diesel,88888.0,345000,philkotse
5105,TOYOTA,Innova,2018,AUTOMATIC,Diesel,35344.0,848000,philkotse
5106,MAZDA,Cx-7,2011,AUTOMATIC,Gasoline,50000.0,167200,philkotse
5107,GEELY,Azkarra,2020,AUTOMATIC,Gasoline,11000.0,233600,philkotse
5108,FORD,EcoSport,2016,AUTOMATIC,Gasoline,60000.0,140400,philkotse
5109,MITSUBISHI,Mirage G4,2018,MANUAL,Gasoline,28000.0,325000,philkotse
5110,SUBARU,Forester,2014,AUTOMATIC,Gasoline,59000.0,1267400,philkotse
5111,TOYOTA,Vios,2014,MANUAL,Gasoline,30000.0,110400,philkotse
5112,FORD,EcoSport,2016,AUTOMATIC,Gasoline,75000.0,143400,philkotse
5113,MERCEDES-BENZ,A-Class,2018,AUTOMATIC,Gasoline,18000.0,2180000,philkotse
5114,SUZUKI,Carry,2023,MANUAL,Gasoline,545.0,580000,philkotse
5115,SUBARU,XV,2018,AUTOMATIC,Gasoline,30000.0,263400,philkotse
5116,SUZUKI,Ertiga,2016,MANUAL,Gasoline,60000.0,470000,philkotse
5117,HONDA,City,2014,AUTOMATIC,Gasoline,50000.0,510000,philkotse
5118,TOYOTA,Innova,2008,AUTOMATIC,Diesel,93000.0,171200,philkotse
5119,HONDA,City,2021,AUTOMATIC,Gasoline,19980.0,925000,philkotse
5120,HYUNDAI,Starex,2007,AUTOMATIC,Diesel,123.0,184000,philkotse
5121,KIA,Sorento,2018,AUTOMATIC,Diesel,30000.0,296400,philkotse
5122,ISUZU,Crosswind,2006,AUTOMATIC,Diesel,95000.0,155000,philkotse
5123,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,20000.0,192000,philkotse
5124,FORD,Ranger,2016,AUTOMATIC,Diesel,40000.0,820000,philkotse
5125,HONDA,HR-V,2015,AUTOMATIC,Gasoline,50000.0,690000,philkotse
5126,KIA,Sportage,2016,AUTOMATIC,Diesel,40000.0,590000,philkotse
5127,MAZDA,2 Sedan,2019,AUTOMATIC,Gasoline,39000.0,170400,philkotse
5128,MITSUBISHI,Strada,2017,MANUAL,Diesel,66000.0,200156,philkotse
5129,MAZDA,3 Sedan,2017,AUTOMATIC,Gasoline,18000.0,191400,philkotse
5130,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,19000.0,108000,philkotse
5131,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,19000.0,108000,philkotse
5132,TADANO,Telescopic Crane,2015,AUTOMATIC,Diesel,40000.0,59400,philkotse
5133,FORD,EcoSport,2016,AUTOMATIC,Gasoline,42000.0,478000,philkotse
5134,FORD,Ranger,2019,AUTOMATIC,Diesel,45000.0,220000,philkotse
5135,TOYOTA,Land Cruiser,2010,AUTOMATIC,Diesel,56000.0,2680000,philkotse
5136,HONDA,City,2016,AUTOMATIC,Gasoline,78000.0,170400,philkotse
5137,TOYOTA,Hilux,2014,AUTOMATIC,Diesel,76000.0,795000,philkotse
5138,SUBARU,Forester,2015,AUTOMATIC,Gasoline,60000.0,197400,philkotse
5139,MAZDA,CX-5,2016,AUTOMATIC,Gasoline,47000.0,778000,philkotse
5140,FORD,Ranger,2019,AUTOMATIC,Diesel,41000.0,219600,philkotse
5141,TOYOTA,Grandia,2016,AUTOMATIC,Diesel,58000.0,1068000,philkotse
5142,HYUNDAI,Grand Starex,2017,AUTOMATIC,Diesel,62000.0,293000,philkotse
5143,GEELY,Coolray,2019,AUTOMATIC,Gasoline,59000.0,163600,philkotse
5144,FORD,EcoSport,2016,AUTOMATIC,Gasoline,49000.0,161400,philkotse
5145,TOYOTA,Vios,2017,AUTOMATIC,Gasoline,48000.0,115000,philkotse
5146,FORD,EcoSport,2014,AUTOMATIC,Gasoline,61000.0,428000,philkotse
5147,TOYOTA,Vios,2017,AUTOMATIC,Gasoline,59000.0,146000,philkotse
5148,HYUNDAI,Accent,2019,AUTOMATIC,Diesel,13000.0,158400,philkotse
5149,HYUNDAI,Sonata,2011,AUTOMATIC,Gasoline,29000.0,183200,philkotse
5150,FORD,EcoSport,2016,AUTOMATIC,Gasoline,45000.0,152400,philkotse
5151,CHEVROLET,Tahoe,2008,AUTOMATIC,Gasoline,90000.0,698000,philkotse
5152,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,64000.0,203400,philkotse
5153,FORD,Ranger,2019,MANUAL,Diesel,36000.0,260400,philkotse
5154,FORD,EcoSport,2016,AUTOMATIC,Gasoline,40000.0,161400,philkotse
5155,LEXUS,Is 350,2014,AUTOMATIC,Gasoline,42000.0,1730000,philkotse
5156,NISSAN,Almera,2018,AUTOMATIC,Gasoline,18000.0,125400,philkotse
5157,TOYOTA,Innova,2007,MANUAL,Diesel,98000.0,194000,philkotse
5158,FORD,Fiesta Sedan,2012,AUTOMATIC,Gasoline,81000.0,101000,philkotse
5159,MITSUBISHI,Montero,2015,MANUAL,Diesel,65000.0,206000,philkotse
5160,TOYOTA,Innova,2012,AUTOMATIC,Diesel,88000.0,167400,philkotse
5161,CHEVROLET,Orlando,2012,AUTOMATIC,Gasoline,31000.0,125400,philkotse
5162,MITSUBISHI,L300,2021,MANUAL,Diesel,29000.0,134000,philkotse
5163,FORD,EcoSport,2018,AUTOMATIC,Gasoline,30000.0,179400,philkotse
5164,MAZDA,3 Sedan,2015,AUTOMATIC,Gasoline,68000.0,161000,philkotse
5165,HONDA,Brio,2016,AUTOMATIC,Gasoline,27000.0,428000,philkotse
5166,HONDA,CR-V,2012,AUTOMATIC,Gasoline,65000.0,698000,philkotse
5167,SUBARU,Forester,2017,AUTOMATIC,Gasoline,57000.0,958000,philkotse
5168,TOYOTA,Innova,2007,MANUAL,Diesel,98000.0,388000,philkotse
5169,MITSUBISHI,Montero,2017,AUTOMATIC,Diesel,44000.0,1028000,philkotse
5170,SUZUKI,Ertiga,2020,MANUAL,Gasoline,30000.0,658000,philkotse
5171,FORD,Fiesta Sedan,2012,AUTOMATIC,Gasoline,81000.0,338000,philkotse
5172,HONDA,City,2018,AUTOMATIC,Gasoline,49000.0,588000,philkotse
5173,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,22000.0,1218000,philkotse
5174,TOYOTA,Innova,2014,AUTOMATIC,Diesel,59000.0,650000,philkotse
5175,SUBARU,XV,2018,AUTOMATIC,Gasoline,31000.0,181600,philkotse
5176,TOYOTA,Camry,2010,AUTOMATIC,Gasoline,95000.0,171200,philkotse
5177,CHEVROLET,Captiva,2016,AUTOMATIC,Diesel,59000.0,678000,philkotse
5178,HYUNDAI,Grand i10,2015,AUTOMATIC,Gasoline,31000.0,10100,philkotse
5179,HONDA,City,2018,AUTOMATIC,Gasoline,49000.0,176400,philkotse
5180,SUBARU,Forester,2014,AUTOMATIC,Gasoline,56000.0,227400,philkotse
5181,TOYOTA,Fortuner,2011,AUTOMATIC,Diesel,81000.0,206000,philkotse
5182,SUBARU,XV,2018,AUTOMATIC,Gasoline,37000.0,266400,philkotse
5183,SUBARU,Forester,2014,AUTOMATIC,Gasoline,78000.0,191400,philkotse
5184,FORD,Fiesta Sedan,2013,AUTOMATIC,Gasoline,49000.0,116400,philkotse
5185,HONDA,Odyssey,2012,AUTOMATIC,Gasoline,98000.0,200400,philkotse
5186,HONDA,Cr-Z,2015,AUTOMATIC,Gasoline,30000.0,685000,philkotse
5187,TATA,Ace,2015,MANUAL,Diesel,40000.0,59400,philkotse
5188,SUBARU,XV,2018,AUTOMATIC,Gasoline,31000.0,181600,philkotse
5189,TOYOTA,Innova,2022,AUTOMATIC,Diesel,10000.0,231000,philkotse
5190,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,18000.0,108000,philkotse
5191,TOYOTA,Fortuner,2009,AUTOMATIC,Gasoline,98000.0,231200,philkotse
5192,TOYOTA,Fortuner,2009,AUTOMATIC,Gasoline,98000.0,231200,philkotse
5193,FORD,Explorer,2016,AUTOMATIC,Gasoline,89000.0,374400,philkotse
5194,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,18000.0,108000,philkotse
5195,TOYOTA,Avanza,2017,AUTOMATIC,Gasoline,50000.0,116000,philkotse
5196,SUBARU,Forester,2009,AUTOMATIC,Gasoline,95000.0,155200,philkotse
5197,TOYOTA,Innova,2022,AUTOMATIC,Diesel,10000.0,231000,philkotse
5198,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,13000.0,718000,philkotse
5199,HYUNDAI,Grand Starex,2018,AUTOMATIC,Diesel,53000.0,1078000,philkotse
5200,NISSAN,Navara,2013,AUTOMATIC,Diesel,123.0,728000,philkotse
5201,HYUNDAI,Accent,2018,AUTOMATIC,Diesel,25000.0,528000,philkotse
5202,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,123.0,878000,philkotse
5203,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,15000.0,678000,philkotse
5204,HONDA,BR-V,2018,AUTOMATIC,Gasoline,55000.0,748000,philkotse
5205,ISUZU,mu-X,2016,AUTOMATIC,Diesel,45000.0,880000,philkotse
5206,TOYOTA,Fortuner,2016,AUTOMATIC,Diesel,92000.0,1228000,philkotse
5207,TOYOTA,Avanza,2017,AUTOMATIC,Gasoline,65000.0,180000,philkotse
5208,MITSUBISHI,L300,2019,MANUAL,Diesel,29000.0,134000,philkotse
5209,FORD,Focus Sedan,2008,AUTOMATIC,Gasoline,98000.0,107200,philkotse
5210,HONDA,City,2018,AUTOMATIC,Gasoline,49000.0,176400,philkotse
5211,TOYOTA,Innova,2007,MANUAL,Diesel,98000.0,194000,philkotse
5212,MAZDA,3 Sedan,2015,AUTOMATIC,Gasoline,68000.0,161000,philkotse
5213,TOYOTA,Hilux,2020,MANUAL,Diesel,29000.0,1120000,philkotse
5214,MITSUBISHI,Pajero,2016,AUTOMATIC,Diesel,45000.0,1470000,philkotse
5215,FORD,Explorer,2015,AUTOMATIC,Gasoline,50000.0,257400,philkotse
5216,TATA,Ace,2015,MANUAL,Diesel,40000.0,198000,philkotse
5217,SUBARU,Forester,2009,AUTOMATIC,Gasoline,95000.0,388000,philkotse
5218,HONDA,CR-V,2017,AUTOMATIC,Gasoline,28000.0,248400,philkotse
5219,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,18000.0,548000,philkotse
5220,MITSUBISHI,Montero,2017,AUTOMATIC,Diesel,68000.0,308400,philkotse
5221,TOYOTA,Camry,2006,AUTOMATIC,Gasoline,140000.0,249000,philkotse
5222,MITSUBISHI,Strada,2016,MANUAL,Diesel,40000.0,700000,philkotse
5223,MITSUBISHI,Lancer,1997,AUTOMATIC,Gasoline,153000.0,117000,philkotse
5224,SUBARU,Forester,2013,AUTOMATIC,Gasoline,85000.0,206000,philkotse
5225,CHEVROLET,Trailblazer,2016,AUTOMATIC,Diesel,37000.0,224000,philkotse
5226,SUBARU,Forester,2013,AUTOMATIC,Gasoline,85000.0,206000,philkotse
5227,CHEVROLET,Trailblazer,2016,AUTOMATIC,Diesel,37000.0,224000,philkotse
5228,MITSUBISHI,Montero,2012,AUTOMATIC,Diesel,70000.0,203400,philkotse
5229,HYUNDAI,Kona,2019,AUTOMATIC,Gasoline,38000.0,200000,philkotse
5230,TOYOTA,RAV 4,2016,AUTOMATIC,Gasoline,48000.0,236000,philkotse
5231,HYUNDAI,Grand Starex,2010,AUTOMATIC,Diesel,145000.0,485000,philkotse
5232,LEXUS,Rx 350,2012,AUTOMATIC,Gasoline,53000.0,359400,philkotse
5233,FORD,EcoSport,2017,AUTOMATIC,Gasoline,40000.0,159000,philkotse
5234,MITSUBISHI,Montero,2012,AUTOMATIC,Diesel,75000.0,678000,philkotse
5235,TOYOTA,Altis,2015,AUTOMATIC,Gasoline,50000.0,179400,philkotse
5236,SUBARU,Forester,2013,AUTOMATIC,Gasoline,85000.0,688000,philkotse
5237,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,19000.0,548000,philkotse
5238,MITSUBISHI,L300,2021,MANUAL,Diesel,29000.0,134000,philkotse
5239,FORD,Fiesta Sedan,2015,AUTOMATIC,Gasoline,70000.0,358000,philkotse
5240,HYUNDAI,Grand Starex,2015,AUTOMATIC,Diesel,65000.0,818000,philkotse
5241,SUBARU,Outback,2017,AUTOMATIC,Gasoline,36544.0,998000,philkotse
5242,HYUNDAI,Santa Fe,2011,AUTOMATIC,Diesel,90000.0,580000,philkotse
5243,MAZDA,Mazdaspeed3,2017,AUTOMATIC,Gasoline,45011.0,538000,philkotse
5244,FORD,Everest,2017,AUTOMATIC,Gasoline,41893.0,878000,philkotse
5245,TOYOTA,86,2017,AUTOMATIC,Gasoline,21659.0,1548000,philkotse
5246,HYUNDAI,Santa Fe,2009,AUTOMATIC,Diesel,150000.0,350000,philkotse
5247,CHEVROLET,Trailblazer,2017,AUTOMATIC,Diesel,34000.0,229400,philkotse
5248,SUBARU,BRZ,2015,AUTOMATIC,Gasoline,33000.0,1298000,philkotse
5249,MAZDA,3 Sedan,2018,AUTOMATIC,Gasoline,53000.0,198000,philkotse
5250,TOYOTA,Innova,2011,MANUAL,Gasoline,54000.0,498000,philkotse
5251,MITSUBISHI,Strada,2017,MANUAL,Diesel,66000.0,728000,philkotse
5252,TOYOTA,Innova,2010,MANUAL,Diesel,89000.0,450000,philkotse
5253,FORD,EcoSport,2019,AUTOMATIC,Gasoline,38000.0,172000,philkotse
5254,MITSUBISHI,Montero,2017,AUTOMATIC,Diesel,440000.0,308400,philkotse
5255,FORD,EcoSport,2019,AUTOMATIC,Gasoline,38000.0,206000,philkotse
5256,CHEVROLET,Cruze,2012,AUTOMATIC,Gasoline,85000.0,100000,philkotse
5257,TOYOTA,Altis,2015,AUTOMATIC,Gasoline,123.0,129000,philkotse
5258,MITSUBISHI,Mirage G4,2014,AUTOMATIC,Gasoline,64000.0,338000,philkotse
5259,NISSAN,Navara,2018,AUTOMATIC,Diesel,123.0,186000,philkotse
5260,TOYOTA,Innova,2008,AUTOMATIC,Diesel,93000.0,171200,philkotse
5261,SUBARU,XV,2013,AUTOMATIC,Gasoline,82000.0,161000,philkotse
5262,TOYOTA,86,2015,AUTOMATIC,Gasoline,7000.0,407400,philkotse
5263,SUBARU,XV,2018,AUTOMATIC,Gasoline,32000.0,249000,philkotse
5264,SUBARU,Forester,2013,AUTOMATIC,Gasoline,82000.0,158000,philkotse
5265,FORD,Everest,2016,AUTOMATIC,Diesel,85000.0,266000,philkotse
5266,SUBARU,Forester,2013,AUTOMATIC,Gasoline,82000.0,158000,philkotse
5267,MAZDA,3 Sedan,2016,AUTOMATIC,Gasoline,50000.0,185400,philkotse
5268,TOYOTA,Altis,2015,AUTOMATIC,Gasoline,68000.0,129000,philkotse
5269,NISSAN,Navara,2018,AUTOMATIC,Diesel,41000.0,186000,philkotse
5270,TOYOTA,Vios,2017,MANUAL,Gasoline,49000.0,90000,philkotse
5271,CHEVROLET,Cruze,2012,AUTOMATIC,Gasoline,85000.0,100000,philkotse
5272,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,75000.0,182000,philkotse
5273,MAZDA,CX-5,2012,AUTOMATIC,Gasoline,79000.0,185000,philkotse
5274,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,53962.0,1148000,philkotse
5275,SUBARU,Legacy,2017,AUTOMATIC,Gasoline,21000.0,257400,philkotse
5276,HONDA,City,2014,AUTOMATIC,Gasoline,61000.0,149000,philkotse
5277,TOYOTA,Innova,2014,MANUAL,Diesel,71000.0,545000,philkotse
5278,MITSUBISHI,Mirage,2013,AUTOMATIC,Gasoline,33000.0,58000,philkotse
5279,MAZDA,CX-5,2012,AUTOMATIC,Gasoline,79000.0,185000,philkotse
5280,SUBARU,BRZ,2015,AUTOMATIC,Gasoline,33000.0,389400,philkotse
5281,TOYOTA,Vios,2016,MANUAL,Gasoline,54000.0,90000,philkotse
5282,HONDA,City,2020,MANUAL,Gasoline,28000.0,598000,philkotse
5283,SUBARU,Forester,2009,AUTOMATIC,Gasoline,88000.0,183200,philkotse
5284,HYUNDAI,Accent,2017,AUTOMATIC,Diesel,59000.0,140400,philkotse
5285,NISSAN,Navara,2018,AUTOMATIC,Diesel,41000.0,988000,philkotse
5286,TOYOTA,Innova,2008,AUTOMATIC,Diesel,93000.0,428000,philkotse
5287,TOYOTA,Hilux,2011,MANUAL,Diesel,83000.0,212441,philkotse
5288,CHEVROLET,Cruze,2012,AUTOMATIC,Gasoline,85000.0,308000,philkotse
5289,TOYOTA,Vios,2016,MANUAL,Gasoline,54000.0,90000,philkotse
5290,SUBARU,Forester,2013,AUTOMATIC,Gasoline,82000.0,158000,philkotse
5291,TOYOTA,Fortuner,2018,MANUAL,Diesel,66000.0,326000,philkotse
5292,HYUNDAI,Accent,2017,AUTOMATIC,Diesel,59000.0,140400,philkotse
5293,HONDA,CR-V,2020,AUTOMATIC,Gasoline,6000.0,1300000,philkotse
5294,TOYOTA,Wigo,2018,MANUAL,Gasoline,35000.0,89000,philkotse
5295,TOYOTA,Innova,2016,MANUAL,Diesel,41000.0,565000,philkotse
5296,FORD,Ranger,2020,AUTOMATIC,Diesel,20000.0,237311,philkotse
5297,ISUZU,Altera,2014,MANUAL,Diesel,61000.0,189000,philkotse
5298,FORD,Ranger,2015,MANUAL,Diesel,40000.0,209400,philkotse
5299,NISSAN,Urvan,2014,MANUAL,Diesel,71000.0,455000,philkotse
5300,MITSUBISHI,Strada,2017,MANUAL,Diesel,66000.0,200156,philkotse
5301,ISUZU,D-Max,2017,AUTOMATIC,Gasoline,44666.0,818000,philkotse
5302,MITSUBISHI,L300,2016,MANUAL,Diesel,75000.0,558000,philkotse
5303,SUBARU,Forester,2009,AUTOMATIC,Gasoline,95000.0,155200,philkotse
5304,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,78000.0,215400,philkotse
5305,TOYOTA,Innova,2012,MANUAL,Diesel,82000.0,140400,philkotse
5306,HONDA,CR-V,2015,AUTOMATIC,Gasoline,77000.0,708000,philkotse
5307,HONDA,City,2010,MANUAL,Gasoline,98000.0,139200,philkotse
5308,MERCEDES-BENZ,A-Class,2018,AUTOMATIC,Gasoline,25000.0,437400,philkotse
5309,TOYOTA,Fortuner,2018,MANUAL,Diesel,66000.0,326000,philkotse
5310,MAZDA,BT-50,2018,AUTOMATIC,Diesel,38000.0,168000,philkotse
5311,ISUZU,mu-X,2016,AUTOMATIC,Diesel,94000.0,269400,philkotse
5312,TOYOTA,Innova,2018,AUTOMATIC,Diesel,28000.0,293400,philkotse
5313,HONDA,City,2017,AUTOMATIC,Gasoline,38000.0,176400,philkotse
5314,HONDA,Civic,2016,AUTOMATIC,Gasoline,22000.0,236400,philkotse
5315,MAZDA,Cx-7,2011,AUTOMATIC,Gasoline,95000.0,159200,philkotse
5316,TOYOTA,Rush,2022,AUTOMATIC,Gasoline,5000.0,199600,philkotse
5317,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,27000.0,259600,philkotse
5318,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,75000.0,215400,philkotse
5319,TOYOTA,Wigo,2016,AUTOMATIC,Gasoline,40000.0,110000,philkotse
5320,HONDA,Civic,2010,AUTOMATIC,Gasoline,100000.0,140000,philkotse
5321,SUZUKI,Swift,2017,AUTOMATIC,Gasoline,50000.0,130000,philkotse
5322,JEEP,Grand Cherokee,2015,AUTOMATIC,Diesel,60000.0,510000,philkotse
5323,CHEVROLET,Sonic,2013,MANUAL,Gasoline,49100.0,250000,philkotse
5324,FORD,Everest,2018,MANUAL,Gasoline,37224.0,808000,philkotse
5325,FORD,Ranger,2019,MANUAL,Diesel,36400.0,810000,philkotse
5326,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,5000.0,210000,philkotse
5327,CHEVROLET,Captiva,2015,AUTOMATIC,Diesel,41000.0,18900,philkotse
5328,CHEVROLET,Trailblazer,2017,AUTOMATIC,Diesel,32000.0,266400,philkotse
5329,MITSUBISHI,Mirage G4,2017,AUTOMATIC,Gasoline,60000.0,131400,philkotse
5330,NISSAN,Juke,2018,AUTOMATIC,Gasoline,5000.0,215400,philkotse
5331,TOYOTA,Hilux,2014,AUTOMATIC,Diesel,81000.0,798000,philkotse
5332,LAMBORGHINI,Huracan,2020,AUTOMATIC,Gasoline,6000.0,18500000,philkotse
5333,FERRARI,458 Italia,2012,AUTOMATIC,Gasoline,123.0,17500000,philkotse
5334,TOYOTA,Hilux,2017,MANUAL,Diesel,48195.0,848000,philkotse
5335,TOYOTA,Hiace,2014,MANUAL,Diesel,68330.0,888000,philkotse
5336,SUZUKI,Celerio,2016,MANUAL,Gasoline,45000.0,278000,philkotse
5337,NISSAN,Urvan NV350,2021,MANUAL,Diesel,11000.0,1348000,philkotse
5338,MITSUBISHI,Adventure,2015,MANUAL,Diesel,55000.0,398000,philkotse
5339,BMW,X1,2010,AUTOMATIC,Diesel,50000.0,1200001,philkotse
5340,NISSAN,Navara,2020,AUTOMATIC,Diesel,25000.0,287400,philkotse
5341,TOYOTA,Innova,2011,AUTOMATIC,Gasoline,76014.0,498000,philkotse
5342,NISSAN,Murano,2010,AUTOMATIC,Gasoline,56493.0,528000,philkotse
5343,HONDA,CR-V,2012,AUTOMATIC,Gasoline,66000.0,698000,philkotse
5344,ISUZU,Sportivo,2017,AUTOMATIC,Diesel,30000.0,215400,philkotse
5345,KIA,Soul,2016,AUTOMATIC,Diesel,66000.0,125400,philkotse
5346,NISSAN,Juke,2017,AUTOMATIC,Gasoline,51000.0,628000,philkotse
5347,FORD,EcoSport,2016,AUTOMATIC,Gasoline,40000.0,538000,philkotse
5348,HYUNDAI,Tucson,2017,AUTOMATIC,Diesel,50000.0,758000,philkotse
5349,FORD,EcoSport,2017,AUTOMATIC,Gasoline,54000.0,173000,philkotse
5350,MAZDA,CX-5,2019,AUTOMATIC,Diesel,31000.0,410400,philkotse
5351,HONDA,Odyssey,2012,AUTOMATIC,Gasoline,98000.0,668000,philkotse
5352,SUBARU,Forester,2013,AUTOMATIC,Gasoline,75000.0,688000,philkotse
5353,SUBARU,Forester,2014,AUTOMATIC,Gasoline,56000.0,758000,philkotse
5354,VOLKSWAGEN,Touran,2014,AUTOMATIC,Diesel,63000.0,588000,philkotse
5355,SUBARU,Forester,2014,AUTOMATIC,Gasoline,78000.0,638000,philkotse
5356,NISSAN,Calibre,2016,MANUAL,Diesel,56000.0,758000,philkotse
5357,FORD,Fiesta Sedan,2013,AUTOMATIC,Gasoline,49000.0,338000,philkotse
5358,FORD,EcoSport,2017,AUTOMATIC,Gasoline,40000.0,538000,philkotse
5359,MITSUBISHI,Mirage G4,2015,MANUAL,Gasoline,62000.0,388000,philkotse
5360,CHEVROLET,Trailblazer,2017,AUTOMATIC,Diesel,34000.0,998000,philkotse
5361,CHEVROLET,Trailblazer,2017,AUTOMATIC,Diesel,32000.0,888000,philkotse
5362,TOYOTA,Vios,2018,MANUAL,Gasoline,26000.0,488000,philkotse
5363,FORD,EcoSport,2018,AUTOMATIC,Gasoline,32000.0,588000,philkotse
5364,NISSAN,Navara,2022,MANUAL,Diesel,6000.0,1298000,philkotse
5365,FORD,Ranger,2019,AUTOMATIC,Diesel,45000.0,1108000,philkotse
5366,CHEVROLET,Cruze,2011,AUTOMATIC,Gasoline,51000.0,318000,philkotse
5367,HYUNDAI,Accent,2017,AUTOMATIC,Diesel,59000.0,468000,philkotse
5368,MAZDA,2 Sedan,2016,AUTOMATIC,Gasoline,52000.0,149400,philkotse
5369,CHEVROLET,Tahoe,2008,AUTOMATIC,Gasoline,90000.0,698000,philkotse
5370,TOYOTA,Vios,2011,AUTOMATIC,Gasoline,65000.0,348000,philkotse
5371,CHEVROLET,Cruze,2011,AUTOMATIC,Gasoline,51000.0,127200,philkotse
5372,NISSAN,Grand Livina,2009,AUTOMATIC,Gasoline,76000.0,139200,philkotse
5373,HYUNDAI,Tucson,2014,AUTOMATIC,Gasoline,81000.0,538000,philkotse
5374,NISSAN,X-Trail,2015,AUTOMATIC,Gasoline,57000.0,628000,philkotse
5375,FORD,EcoSport,2014,MANUAL,Gasoline,69000.0,378000,philkotse
5376,CHEVROLET,Captiva,2016,AUTOMATIC,Diesel,59000.0,678000,philkotse
5377,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,52000.0,748000,philkotse
5378,MAZDA,2 Sedan,2017,AUTOMATIC,Gasoline,48000.0,161400,philkotse
5379,SUZUKI,Ertiga,2018,MANUAL,Gasoline,31000.0,137000,philkotse
5380,KIA,Carnival,2013,AUTOMATIC,Diesel,53000.0,528000,philkotse
5381,HYUNDAI,Starex,2014,AUTOMATIC,Diesel,80000.0,227000,philkotse
5382,HONDA,City,2013,AUTOMATIC,Gasoline,82000.0,398000,philkotse
5383,KIA,Soul,2011,AUTOMATIC,Gasoline,60000.0,127200,philkotse
5384,FORD,Fiesta Sedan,2013,AUTOMATIC,Gasoline,64000.0,104400,philkotse
5385,FORD,Everest,2015,AUTOMATIC,Diesel,70000.0,18600,philkotse
5386,SUZUKI,Celerio,2021,AUTOMATIC,Gasoline,14000.0,143400,philkotse
5387,SUBARU,Forester,2014,AUTOMATIC,Gasoline,61000.0,212400,philkotse
5388,SUBARU,XV,2012,AUTOMATIC,Gasoline,45000.0,161000,philkotse
