,make,model,year,transmission,fuel_type,mileage,price,platform
1663,VOLKSWAGEN,Jetta,2017,AUTOMATIC,Diesel,49000.0,638000,carmudi
1664,TOYOTA,RAV 4,2018,AUTOMATIC,Gasoline,7000.0,932000,carmudi
1665,FORD,Mustang,2016,AUTOMATIC,Gasoline,14000.0,1534000,carmudi
1666,PEUGEOT,3008,2014,AUTOMATIC,Diesel,47000.0,406000,carmudi
1667,MG,ZS,2019,AUTOMATIC,Gasoline,31000.0,618000,carmudi
1668,ISUZU,I-Van,2016,MANUAL,Diesel,167000.0,495000,carmudi
1669,ISUZU,QKR77,2020,MANUAL,Diesel,60000.0,1140000,carmudi
1670,ISUZU,QKR77,2020,MANUAL,Diesel,95000.0,900000,carmudi
1671,MAZDA,2 Sedan,2017,AUTOMATIC,Gasoline,78000.0,269000,carmudi
1672,MITSUBISHI,L300,2017,MANUAL,Diesel,98000.0,432000,carmudi
1673,MINI,3 Door,2019,AUTOMATIC,Gasoline,5000.0,1758000,carmudi
1674,PEUGEOT,5008,2017,AUTOMATIC,Diesel,55000.0,873000,carmudi
1675,TOYOTA,Previa,2012,AUTOMATIC,Gasoline,76000.0,1007000,carmudi
1676,MAZDA,3 Hatchback,2018,AUTOMATIC,Gasoline,61000.0,586000,carmudi
1677,SUZUKI,Vitara,2019,AUTOMATIC,Gasoline,15000.0,725000,carmudi
1678,KIA,Carnival,2020,AUTOMATIC,Diesel,25000.0,1758000,carmudi
1679,ISUZU,I-Van,2018,MANUAL,Diesel,75000.0,565000,carmudi
1680,FOTON,View Traveller,2018,MANUAL,Diesel,35000.0,810000,carmudi
1681,SSANGYONG,Tivoli XLV,2016,AUTOMATIC,Diesel,82000.0,447000,carmudi
1682,NISSAN,X-Trail,2017,CVT,Gasoline,36000.0,830000,carmudi
1683,MERCEDES-BENZ,GLA-Class,2019,AUTOMATIC,Gasoline,12000.0,1971000,carmudi
1684,ISUZU,D-Max,2019,MANUAL,Diesel,24000.0,852000,carmudi
1685,PEUGEOT,Traveller,2018,AUTOMATIC,Diesel,14000.0,2104000,carmudi
1686,MITSUBISHI,L300,2017,MANUAL,Diesel,145000.0,363000,carmudi
1687,MITSUBISHI,L300,2021,MANUAL,Diesel,42000.0,798000,carmudi
1688,FORD,Fiesta Sedan,2015,AUTOMATIC,Gasoline,54000.0,288000,carmudi
1689,FOTON,Gratour,2019,MANUAL,Gasoline,9000.0,469000,carmudi
1690,SUZUKI,Super Carry,2018,MANUAL,Diesel,110000.0,229000,carmudi
1691,FOTON,View Traveller,2017,MANUAL,Diesel,104000.0,658000,carmudi
1692,MAZDA,6 Wagon,2015,AUTOMATIC,Gasoline,66955.0,810000,carmudi
1693,MITSUBISHI,ASX,2015,CVT,Gasoline,20000.0,755000,carmudi
1694,NISSAN,Almera,2017,MANUAL,Gasoline,34000.0,221000,carmudi
1695,FOTON,View Traveller,2017,MANUAL,Diesel,39000.0,648000,carmudi
1696,BYD,S7,2017,AUTOMATIC,Gasoline,4000.0,557000,carmudi
1697,VOLKSWAGEN,Jetta,2015,MANUAL,Diesel,31000.0,500000,carmudi
1698,AUDI,A6,2012,AUTOMATIC,Diesel,100000.0,1000000,carmudi
1699,JEEP,Commander,2008,AUTOMATIC,Gasoline,52000.0,392000,carmudi
1700,HONDA,Mobilio,2016,MANUAL,Gasoline,99.0,475000,carmudi
1701,TOYOTA,Corolla Altis,2004,MANUAL,Gasoline,90000.0,205000,carmudi
1702,ISUZU,mu-X,2015,AUTOMATIC,Diesel,99.0,750000,carmudi
1703,MAHINDRA,Xylo,2016,MANUAL,Diesel,40000.0,350000,carmudi
1704,MINI,Cooper,2018,AUTOMATIC,Gasoline,13503.0,1630000,carmudi
1705,CHEVROLET,Orlando,2013,AUTOMATIC,Gasoline,99.0,209000,carmudi
1706,KIA,Picanto,2015,AUTOMATIC,Gasoline,123.0,340000,carmudi
1707,ISUZU,Trooper,2001,AUTOMATIC,Diesel,75000.0,285000,carmudi
1708,MITSUBISHI,L300,2020,MANUAL,Diesel,30000.0,898000,carmudi
1709,SUZUKI,Alto 800,2014,MANUAL,Gasoline,123.0,250000,carmudi
1710,SUZUKI,Vitara,2006,AUTOMATIC,Gasoline,57000.0,485000,carmudi
1711,TATA,Manza,2016,MANUAL,Gasoline,28000.0,221000,carmudi
1712,TOYOTA,Corolla Altis,2007,MANUAL,Gasoline,92000.0,205000,carmudi
1713,PEUGEOT,301,2016,AUTOMATIC,Gasoline,6000.0,288000,carmudi
1714,HONDA,Fit,2006,AUTOMATIC,Gasoline,99.0,215000,carmudi
1715,KIA,Rio Hatchback,2011,MANUAL,Gasoline,99.0,225000,carmudi
1716,PEUGEOT,301,2016,AUTOMATIC,Gasoline,7000.0,341000,carmudi
1717,FOTON,View Traveller,2018,MANUAL,Diesel,25000.0,645000,carmudi
1718,SUBARU,WRX,2018,MANUAL,Gasoline,2000.0,1815000,carmudi
1719,TATA,Manza,2016,MANUAL,Gasoline,64000.0,111000,carmudi
1720,MITSUBISHI,Pajero,2001,AUTOMATIC,Diesel,99.0,205000,carmudi
1721,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,30000.0,1170000,carmudi
1722,TOYOTA,Hilux,2020,MANUAL,Diesel,31000.0,1028000,carmudi
1723,HONDA,City,2021,CVT,Gasoline,21000.0,925000,carmudi
1724,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,46000.0,250000,carmudi
1725,TOYOTA,Wigo,2022,AUTOMATIC,Gasoline,3000.0,575000,carmudi
1726,NISSAN,Navara,2021,MANUAL,Diesel,6000.0,1098000,carmudi
1727,TOYOTA,Corolla Altis,2019,CVT,Gasoline,25000.0,898000,carmudi
1728,MAZDA,3 Sedan,2017,AUTOMATIC,Gasoline,65000.0,650000,carmudi
1729,NISSAN,Urvan NV350,2016,MANUAL,Diesel,105000.0,650000,carmudi
1730,HYUNDAI,Tucson,2012,AUTOMATIC,Diesel,68000.0,485000,carmudi
1731,FORD,Ranger,2022,AUTOMATIC,Diesel,2000.0,1218000,carmudi
1732,BMW,1 Sedan,2020,MANUAL,Gasoline,9000.0,1000000,carmudi
1733,TOYOTA,Innova,2020,MANUAL,Diesel,17000.0,890000,carmudi
1734,TOYOTA,Innova,2022,AUTOMATIC,Diesel,20000.0,1200000,carmudi
1735,SUZUKI,XL7,2020,AUTOMATIC,Gasoline,76000.0,800000,carmudi
1736,MITSUBISHI,Montero Sport,2016,AUTOMATIC,Diesel,28600.0,980000,carmudi
1737,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,52000.0,458000,carmudi
1738,BMW,3 Gran Turismo,2021,AUTOMATIC,Gasoline,9000.0,1000000,carmudi
1739,FOTON,Traveller XL,2022,MANUAL,Diesel,8000.0,1200000,carmudi
1740,KIA,Carnival,2016,AUTOMATIC,Diesel,75000.0,1235000,carmudi
1741,TOYOTA,Innova,2006,MANUAL,Diesel,140000.0,400000,carmudi
1742,HYUNDAI,Accent,2018,MANUAL,Diesel,44000.0,399000,carmudi
1743,HONDA,City,2016,AUTOMATIC,Gasoline,20000.0,620000,carmudi
1744,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,51000.0,1095000,carmudi
1745,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,76000.0,438000,carmudi
1746,FORD,Fiesta Hatchback,2014,AUTOMATIC,Gasoline,77600.0,300000,carmudi
1747,FORD,Ranger,2020,AUTOMATIC,Diesel,24000.0,998000,carmudi
1748,HONDA,City,2018,MANUAL,Gasoline,44000.0,528000,carmudi
1749,TOYOTA,Land Cruiser,2019,AUTOMATIC,Diesel,40000.0,4200000,carmudi
1750,FORD,Ranger,2019,AUTOMATIC,Diesel,33000.0,898000,carmudi
1751,FORD,Ranger,2019,AUTOMATIC,Diesel,44000.0,1059000,carmudi
1752,HYUNDAI,Accent,2018,MANUAL,Gasoline,55000.0,348000,carmudi
1753,SUBARU,WRX,2015,CVT,Gasoline,20000.0,1039000,carmudi
1754,HONDA,Jazz,2015,AUTOMATIC,Gasoline,34000.0,565000,carmudi
1755,MAZDA,3 Hatchback,2017,AUTOMATIC,Gasoline,25000.0,580000,carmudi
1756,HYUNDAI,Eon,2017,MANUAL,Gasoline,46000.0,289000,carmudi
1757,CHEVROLET,Trailblazer,2015,AUTOMATIC,Gasoline,55000.0,730000,carmudi
1758,MERCEDES-BENZ,C180,2018,AUTOMATIC,Gasoline,22000.0,1980000,carmudi
1759,SUBARU,XV,2013,CVT,Gasoline,60000.0,520000,carmudi
1760,FORD,Ranger,2015,AUTOMATIC,Diesel,45000.0,700000,carmudi
1761,MITSUBISHI,Mirage,2016,MANUAL,Gasoline,71000.0,335000,carmudi
1762,NISSAN,Almera,2016,MANUAL,Gasoline,65000.0,345000,carmudi
1763,SUBARU,BRZ,2016,AUTOMATIC,Gasoline,28000.0,1398000,carmudi
1764,GEELY,Coolray,2021,AUTOMATIC,Gasoline,11000.0,1049000,carmudi
1765,MITSUBISHI,Adventure,2016,MANUAL,Diesel,45000.0,550000,carmudi
1766,HYUNDAI,Accent,2016,AUTOMATIC,Gasoline,28000.0,365000,carmudi
1767,MITSUBISHI,Montero Sport,2014,MANUAL,Diesel,97000.0,750000,carmudi
1768,FORD,Ranger,2021,AUTOMATIC,Diesel,14000.0,1850000,carmudi
1769,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,50000.0,1400000,carmudi
1770,NISSAN,Frontier,2002,MANUAL,Diesel,220087.0,280000,carmudi
1771,TOYOTA,Fortuner,2022,AUTOMATIC,Diesel,5100.0,1600000,carmudi
1772,MITSUBISHI,Adventure,2014,MANUAL,Diesel,85000.0,468000,carmudi
1773,MITSUBISHI,Adventure,2011,MANUAL,Diesel,175000.0,350000,carmudi
1774,HONDA,City,2019,CVT,Gasoline,20000.0,788000,carmudi
1775,MAZDA,CX-5,2017,AUTOMATIC,Gasoline,58000.0,1200000,carmudi
1776,MITSUBISHI,Montero Sport,2013,AUTOMATIC,Diesel,39000.0,748000,carmudi
1777,HONDA,Civic,2020,CVT,Gasoline,35000.0,1000000,carmudi
1778,FORD,Ecosport,2017,AUTOMATIC,Gasoline,35000.0,550000,carmudi
1779,MITSUBISHI,Mirage,2018,CVT,Gasoline,30000.0,450000,carmudi
1780,KIA,Soul,2018,MANUAL,Diesel,32000.0,850000,carmudi
1781,HYUNDAI,Tucson,2014,AUTOMATIC,Gasoline,100000.0,480000,carmudi
1782,FORD,Ranger,2017,MANUAL,Diesel,45000.0,840000,carmudi
1783,ISUZU,mu-X,2016,AUTOMATIC,Diesel,85000.0,840000,carmudi
1784,HONDA,Civic,2017,CVT,Gasoline,70000.0,800000,carmudi
1785,HONDA,Mobilio,2017,CVT,Gasoline,60000.0,625000,carmudi
1786,TOYOTA,Avanza,2017,MANUAL,Gasoline,218000.0,450000,carmudi
1787,FORD,Fiesta Sedan,2014,AUTOMATIC,Gasoline,50000.0,330000,carmudi
1788,BMW,5 Gran Turismo,2018,AUTOMATIC,Gasoline,7000.0,3160000,carmudi
1789,HYUNDAI,Staria,2022,AUTOMATIC,Gasoline,300.0,6800000,carmudi
1790,MAZDA,CX-9,2011,AUTOMATIC,Gasoline,85000.0,580000,carmudi
1791,HYUNDAI,Veloster,2018,AUTOMATIC,Gasoline,19000.0,790000,carmudi
1792,FORD,Bronco,2022,AUTOMATIC,Gasoline,100.0,6800000,carmudi
1793,VOLVO,XC60,2012,AUTOMATIC,Gasoline,70000.0,750000,carmudi
1794,MAZDA,2 Sedan,2018,AUTOMATIC,Gasoline,63000.0,620000,carmudi
1795,TOYOTA,Innova,2011,MANUAL,Gasoline,100000.0,450000,carmudi
1796,TOYOTA,Fortuner,2010,AUTOMATIC,Gasoline,103000.0,550000,carmudi
1797,MAZDA,CX-30,2020,AUTOMATIC,Gasoline,25000.0,1350000,carmudi
1798,TOYOTA,Innova,2011,AUTOMATIC,Diesel,60000.0,590000,carmudi
1799,ISUZU,Crosswind,2012,AUTOMATIC,Diesel,100000.0,540000,carmudi
1800,TOYOTA,Fortuner,2009,AUTOMATIC,Diesel,120000.0,640000,carmudi
1801,TOYOTA,Wigo,2015,AUTOMATIC,Gasoline,50000.0,320000,carmudi
1802,VOLVO,S60,2001,AUTOMATIC,Gasoline,70000.0,318000,carmudi
1803,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,16000.0,400000,carmudi
1804,MITSUBISHI,Montero Sport,2013,MANUAL,Diesel,65000.0,650000,carmudi
1805,MITSUBISHI,Adventure,2012,MANUAL,Gasoline,100000.0,350000,carmudi
1806,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,10400.0,570000,carmudi
1807,TOYOTA,Wigo,2016,AUTOMATIC,Gasoline,70000.0,355000,carmudi
1808,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,25000.0,1500000,carmudi
1809,TOYOTA,Vios,2015,MANUAL,Gasoline,85000.0,350000,carmudi
1810,TOYOTA,Fortuner,2017,AUTOMATIC,Gasoline,30000.0,1140000,carmudi
1811,HONDA,City,2022,CVT,Gasoline,6176.0,952000,carmudi
1812,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,10000.0,1100000,carmudi
1813,MITSUBISHI,Montero Sport,2010,AUTOMATIC,Diesel,120000.0,575000,carmudi
1814,TOYOTA,Wigo,2017,MANUAL,Gasoline,31700.0,350000,carmudi
1815,HONDA,City,2015,CVT,Gasoline,55000.0,550000,carmudi
1816,TOYOTA,Innova,2016,AUTOMATIC,Gasoline,50000.0,780000,carmudi
1817,NISSAN,Navara,2018,AUTOMATIC,Diesel,55000.0,850000,carmudi
1818,TOYOTA,Fortuner,2021,AUTOMATIC,Diesel,30000.0,1800000,carmudi
1819,FORD,Explorer,2015,AUTOMATIC,Gasoline,130000.0,850000,carmudi
1820,HYUNDAI,Grand Starex,2017,MANUAL,Gasoline,1200.0,680000,carmudi
1821,HYUNDAI,Grand Starex,2020,AUTOMATIC,Diesel,20000.0,1750000,carmudi
1822,TOYOTA,Corolla Altis,2008,CVT,Gasoline,118888.0,315000,carmudi
1823,TOYOTA,Avanza,2018,MANUAL,Gasoline,51000.0,618000,carmudi
1824,ISUZU,mu-X,2017,MANUAL,Diesel,15000.0,920000,carmudi
1825,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,55000.0,400000,carmudi
1826,TOYOTA,Vios,2007,MANUAL,Gasoline,15000.0,215000,carmudi
1827,TOYOTA,Vios,2006,MANUAL,Gasoline,140000.0,220000,carmudi
1828,TOYOTA,Fortuner,2013,MANUAL,Diesel,90000.0,800000,carmudi
1829,HYUNDAI,Accent,2016,AUTOMATIC,Gasoline,75000.0,399000,carmudi
1830,TOYOTA,Fortuner,2017,AUTOMATIC,Gasoline,18000.0,1200000,carmudi
1831,MITSUBISHI,Strada,2015,MANUAL,Diesel,79000.0,780000,carmudi
1832,TOYOTA,Vios,2013,MANUAL,Gasoline,75000.0,380000,carmudi
1833,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,45000.0,480000,carmudi
1834,FORD,Ranger,2017,AUTOMATIC,Diesel,60000.0,1288000,carmudi
1835,TOYOTA,Fortuner,2016,AUTOMATIC,Gasoline,45000.0,1050000,carmudi
1836,TOYOTA,Innova,2016,AUTOMATIC,Diesel,60000.0,700000,carmudi
1837,TOYOTA,Innova,2019,MANUAL,Diesel,40000.0,890000,carmudi
1838,TOYOTA,Vios,2018,MANUAL,Gasoline,25000.0,460000,carmudi
1839,FORD,Everest,2012,AUTOMATIC,Diesel,125000.0,500000,carmudi
1840,HONDA,City,2004,MANUAL,Gasoline,120000.0,189000,carmudi
1841,TOYOTA,Vios,2015,MANUAL,Gasoline,25000.0,380900,carmudi
1842,HYUNDAI,Accent,2020,MANUAL,Gasoline,40000.0,478888,carmudi
1843,HONDA,City,2014,AUTOMATIC,Gasoline,55000.0,600000,carmudi
1844,CHEVROLET,Trailblazer,2019,AUTOMATIC,Diesel,16000.0,980000,carmudi
1845,MITSUBISHI,Montero Sport,2020,AUTOMATIC,Diesel,26000.0,1350000,carmudi
1846,HONDA,City,2015,CVT,Gasoline,38000.0,535000,carmudi
1847,TOYOTA,Vios,2021,CVT,Gasoline,20995.0,618000,carmudi
1848,TOYOTA,Innova,2014,MANUAL,Diesel,25000.0,570000,carmudi
1849,TOYOTA,Vios,2021,CVT,Gasoline,2612.0,618000,carmudi
1850,TOYOTA,Vios,2020,CVT,Gasoline,15532.0,548000,carmudi
1851,TOYOTA,Vios,2021,CVT,Gasoline,11233.0,588000,carmudi
1852,TOYOTA,Wigo,2021,MANUAL,Gasoline,9122.0,438000,carmudi
1853,TOYOTA,Innova,2015,MANUAL,Gasoline,105000.0,550000,carmudi
1854,HONDA,City,2014,CVT,Gasoline,45000.0,450000,carmudi
1855,MITSUBISHI,Strada,2014,MANUAL,Diesel,75000.0,575000,carmudi
1856,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,14000.0,590000,carmudi
1857,HYUNDAI,Grand Starex,1999,AUTOMATIC,Diesel,105000.0,185000,carmudi
1858,HYUNDAI,Accent,2016,MANUAL,Gasoline,90000.0,409000,carmudi
1859,NISSAN,Navara,2022,AUTOMATIC,Diesel,3537.0,2300000,carmudi
1860,NISSAN,Navara,2022,AUTOMATIC,Diesel,99.0,1270000,carmudi
1861,TOYOTA,Innova,2015,MANUAL,Diesel,81000.0,670000,carmudi
1862,TOYOTA,Innova,2013,AUTOMATIC,Diesel,120000.0,590000,carmudi
1863,HYUNDAI,Accent,2014,AUTOMATIC,Diesel,35000.0,420000,carmudi
1864,FORD,Explorer,2016,AUTOMATIC,Gasoline,50000.0,2200000,carmudi
1865,HYUNDAI,Accent,2016,AUTOMATIC,Diesel,31000.0,538000,carmudi
1866,TOYOTA,Wigo,2020,MANUAL,Gasoline,35000.0,350000,carmudi
1867,HYUNDAI,Grand Starex,2010,AUTOMATIC,Diesel,15000.0,485000,carmudi
1868,ISUZU,Crosswind,2016,MANUAL,Diesel,67000.0,638000,carmudi
1869,MITSUBISHI,Montero Sport,2018,AUTOMATIC,Diesel,30000.0,1188000,carmudi
1870,TOYOTA,Vios,2020,MANUAL,Gasoline,16200.0,508000,carmudi
1871,TOYOTA,Vios,2021,MANUAL,Gasoline,21188.0,568000,carmudi
1872,TOYOTA,Vios,2021,CVT,Gasoline,3540.0,618000,carmudi
1873,TOYOTA,Vios,2020,CVT,Gasoline,13888.0,548000,carmudi
1874,MITSUBISHI,Montero Sport,2020,MANUAL,Diesel,37000.0,1158000,carmudi
1875,HONDA,City,2017,AUTOMATIC,Gasoline,69000.0,608000,carmudi
1876,TOYOTA,Wigo,2021,MANUAL,Gasoline,9288.0,438000,carmudi
1877,TOYOTA,Avanza,2021,AUTOMATIC,Gasoline,11988.0,738000,carmudi
1878,TOYOTA,Hilux,2020,MANUAL,Diesel,23888.0,1428000,carmudi
1879,TOYOTA,Hilux,2020,MANUAL,Diesel,23888.0,1428000,carmudi
1880,TOYOTA,Avanza,2017,AUTOMATIC,Gasoline,23000.0,598000,carmudi
1881,TOYOTA,Vios,2014,AUTOMATIC,Gasoline,52000.0,488000,carmudi
1882,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,7888.0,488000,carmudi
1883,MITSUBISHI,Montero Sport,2012,AUTOMATIC,Diesel,80000.0,660000,carmudi
1884,TOYOTA,Vios,2021,CVT,Gasoline,2300.0,618000,carmudi
1885,CHEVROLET,Trailblazer,2017,AUTOMATIC,Diesel,50000.0,858000,carmudi
1886,MITSUBISHI,Mirage G4,2018,CVT,Gasoline,9000.0,468000,carmudi
1887,MITSUBISHI,Montero Sport,2019,AUTOMATIC,Diesel,18000.0,1528000,carmudi
1888,TOYOTA,Vios,2020,CVT,Gasoline,15200.0,548000,carmudi
1889,NISSAN,Navara,2017,MANUAL,Diesel,35000.0,848000,carmudi
1890,TOYOTA,Vios,2021,CVT,Gasoline,16200.0,588000,carmudi
1891,TOYOTA,Vios,2020,MANUAL,Gasoline,3122.0,458000,carmudi
1892,HYUNDAI,Accent,2019,MANUAL,Gasoline,15508.0,370000,carmudi
1893,TOYOTA,Vios,2021,CVT,Gasoline,6200.0,618000,carmudi
1894,MITSUBISHI,Adventure,2017,MANUAL,Diesel,78000.0,538000,carmudi
1895,SUBARU,Forester,2015,AUTOMATIC,Gasoline,99.0,748000,carmudi
1896,TOYOTA,Vios,2021,CVT,Gasoline,2800.0,618000,carmudi
1897,HONDA,City,2018,CVT,Gasoline,21000.0,608000,carmudi
1898,TOYOTA,Innova,2018,MANUAL,Diesel,19288.0,818000,carmudi
1899,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,2388.0,488000,carmudi
1900,TOYOTA,Vios,2021,CVT,Gasoline,1500.0,618000,carmudi
1901,HONDA,City,2017,CVT,Gasoline,47000.0,548000,carmudi
1902,HONDA,City,2016,CVT,Gasoline,50000.0,498000,carmudi
1903,CHEVROLET,Trailblazer,2015,AUTOMATIC,Diesel,99.0,728000,carmudi
1904,FORD,Explorer,2017,AUTOMATIC,Gasoline,32000.0,1398000,carmudi
1905,TOYOTA,Fortuner,2013,AUTOMATIC,Diesel,61000.0,780000,carmudi
1906,HONDA,City,2017,AUTOMATIC,Gasoline,30000.0,628000,carmudi
1907,TOYOTA,Wigo,2018,MANUAL,Gasoline,27000.0,388000,carmudi
1908,TOYOTA,Avanza,2021,AUTOMATIC,Gasoline,12100.0,738000,carmudi
1909,TOYOTA,Vios,2021,CVT,Gasoline,16800.0,588000,carmudi
1910,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,42599.0,1098000,carmudi
1911,TOYOTA,Vios,2021,CVT,Gasoline,5800.0,588000,carmudi
1912,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,42500.0,1098000,carmudi
1913,TOYOTA,Vios,2021,CVT,Gasoline,3100.0,588000,carmudi
1914,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,42836.0,1098000,carmudi
1915,NISSAN,Navara,2018,AUTOMATIC,Diesel,31000.0,950000,carmudi
1916,TOYOTA,Avanza,2021,AUTOMATIC,Gasoline,11208.0,748000,carmudi
1917,MITSUBISHI,Mirage G4,2019,MANUAL,Gasoline,18408.0,385000,carmudi
1918,TOYOTA,Innova,2016,AUTOMATIC,Diesel,55000.0,999000,carmudi
1919,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,24000.0,438000,carmudi
1920,HYUNDAI,Grand Starex,2020,AUTOMATIC,Gasoline,99.0,2450000,carmudi
1921,TOYOTA,Innova,2019,AUTOMATIC,Diesel,38000.0,968000,carmudi
1922,HONDA,City,2016,CVT,Gasoline,55000.0,538000,carmudi
1923,TOYOTA,Vios,2021,CVT,Gasoline,4788.0,588000,carmudi
1924,TOYOTA,Vios,2019,CVT,Gasoline,17000.0,578000,carmudi
1925,TOYOTA,Hiace,2018,AUTOMATIC,Diesel,40000.0,1080000,carmudi
1926,MITSUBISHI,Montero Sport,2009,AUTOMATIC,Diesel,90000.0,520000,carmudi
1927,HYUNDAI,Accent,2020,MANUAL,Gasoline,4000.0,468000,carmudi
1928,TOYOTA,Innova,2018,AUTOMATIC,Gasoline,7500.0,898000,carmudi
1929,TOYOTA,Innova,2020,MANUAL,Diesel,99.0,1030000,carmudi
1930,HONDA,City,2017,AUTOMATIC,Gasoline,40000.0,530000,carmudi
1931,TOYOTA,Wigo,2019,MANUAL,Gasoline,5000.0,438000,carmudi
1932,TOYOTA,Hiace,2017,AUTOMATIC,Diesel,45000.0,1300000,carmudi
1933,TOYOTA,Rush,2018,AUTOMATIC,Gasoline,20000.0,800000,carmudi
1934,SUZUKI,Ciaz,2018,AUTOMATIC,Gasoline,47000.0,440000,carmudi
1935,FORD,Ecosport,2016,AUTOMATIC,Gasoline,48800.0,495000,carmudi
1936,CHEVROLET,Colorado,2016,AUTOMATIC,Diesel,120000.0,630000,carmudi
1937,HYUNDAI,Tucson,2010,AUTOMATIC,Diesel,33000.0,500000,carmudi
1938,HYUNDAI,Eon,2015,MANUAL,Gasoline,65000.0,300000,carmudi
1939,NISSAN,Urvan NV350,2020,MANUAL,Diesel,80000.0,840000,carmudi
1940,FORD,Ecosport,2017,AUTOMATIC,Gasoline,70000.0,550000,carmudi
1941,FORD,Ecosport,2016,MANUAL,Gasoline,51000.0,460000,carmudi
1942,KIA,Sportage,2011,AUTOMATIC,Gasoline,100000.0,380000,carmudi
1943,TOYOTA,Camry,2010,AUTOMATIC,Gasoline,110000.0,300000,carmudi
1944,MERCEDES-BENZ,E-Class,2010,AUTOMATIC,Gasoline,65000.0,1500000,carmudi
1945,FORD,Focus Sedan,2006,MANUAL,Gasoline,141000.0,250000,carmudi
1946,HYUNDAI,Eon,2015,MANUAL,Gasoline,40000.0,250000,carmudi
1947,FORD,Ecosport,2015,AUTOMATIC,Gasoline,50000.0,475000,carmudi
1948,FORD,Fiesta Hatchback,2017,AUTOMATIC,Gasoline,80000.0,400000,carmudi
1949,NISSAN,Urvan NV350,2018,MANUAL,Diesel,30000.0,900000,carmudi
1950,NISSAN,Urvan NV350,2018,MANUAL,Diesel,31000.0,1088000,carmudi
1951,HONDA,CR-V,2018,AUTOMATIC,Diesel,35000.0,1175000,carmudi
1952,KIA,Carens,2009,AUTOMATIC,Diesel,120000.0,180000,carmudi
1953,HYUNDAI,H-100,2008,MANUAL,Diesel,115000.0,300000,carmudi
1954,FORD,Ecosport,2016,MANUAL,Gasoline,50000.0,460000,carmudi
1955,TOYOTA,Corolla Altis,2014,AUTOMATIC,Gasoline,104000.0,500000,carmudi
1956,NISSAN,Almera,2019,AUTOMATIC,Gasoline,32000.0,475000,carmudi
1957,KIA,Sportage,2013,AUTOMATIC,Diesel,106000.0,410000,carmudi
1958,HYUNDAI,Starex,2002,MANUAL,Diesel,100000.0,240000,carmudi
1959,HYUNDAI,Tucson,2011,AUTOMATIC,Gasoline,78000.0,528000,carmudi
1960,TOYOTA,Camry,2008,AUTOMATIC,Gasoline,89000.0,420000,carmudi
1961,BMW,5 Sedan,2018,AUTOMATIC,Diesel,8000.0,3180000,carmudi
1962,MITSUBISHI,Pajero,2015,AUTOMATIC,Diesel,33000.0,1588000,carmudi
1963,HONDA,CR-V,2003,CVT,Gasoline,50000.0,220000,carmudi
1964,HONDA,BR-V,2018,AUTOMATIC,Gasoline,10000.0,870000,carmudi
1965,SUBARU,Forester,2011,AUTOMATIC,Gasoline,55000.0,508000,carmudi
1966,FORD,Ecosport,2017,AUTOMATIC,Gasoline,40000.0,700000,carmudi
1967,MITSUBISHI,Pajero,2015,AUTOMATIC,Diesel,50000.0,1600000,carmudi
1968,HYUNDAI,Eon,2015,MANUAL,Gasoline,93000.0,240000,carmudi
1969,ISUZU,D-Max,2013,AUTOMATIC,Diesel,85000.0,725000,carmudi
1970,SUZUKI,APV,2014,AUTOMATIC,Gasoline,90000.0,309000,carmudi
1971,FORD,Ecosport,2017,AUTOMATIC,Gasoline,60000.0,475000,carmudi
1972,FORD,Ecosport,2016,AUTOMATIC,Gasoline,36000.0,550000,carmudi
1973,SUZUKI,Celerio,2017,MANUAL,Gasoline,30000.0,340000,carmudi
1974,HYUNDAI,H-100,2018,MANUAL,Diesel,50000.0,600000,carmudi
1975,MAZDA,3 Sedan,2006,AUTOMATIC,Gasoline,137000.0,200000,carmudi
1976,MAZDA,3 Sedan,2013,AUTOMATIC,Gasoline,45000.0,400000,carmudi
1977,TOYOTA,Rush,2020,AUTOMATIC,Gasoline,20607.0,850000,carmudi
1978,FORD,Ecosport,2015,AUTOMATIC,Gasoline,50000.0,400000,carmudi
1979,HYUNDAI,Tucson,2012,AUTOMATIC,Diesel,70000.0,540000,carmudi
1980,FORD,Ecosport,2015,AUTOMATIC,Gasoline,61000.0,588000,carmudi
1981,TOYOTA,Hiace,2019,MANUAL,Diesel,27000.0,1295000,carmudi
